age	job	marital	education	default	balance	housing	loan	contact	day	month	duration	campaign	pdays	previous	poutcome	deposit
52	technician	divorced	secondary	no	152	no	no	cellular	13	aug	404	6	-1	0	unknown	yes
31	management	married	tertiary	no	156	no	no	cellular	13	aug	657	7	-1	0	unknown	yes
40	management	married	tertiary	no	66	no	no	cellular	13	aug	737	4	-1	0	unknown	yes
34	management	single	tertiary	no	9827	yes	no	cellular	13	aug	871	4	-1	0	unknown	yes
53	services	married	secondary	no	6170	no	no	cellular	13	aug	838	4	-1	0	unknown	yes
43	management	married	tertiary	no	2383	no	no	cellular	13	aug	379	6	-1	0	unknown	yes
30	technician	single	tertiary	no	635	no	no	cellular	13	aug	851	8	-1	0	unknown	yes
34	technician	single	secondary	no	16	no	no	cellular	13	aug	990	1	-1	0	unknown	yes
48	admin.	divorced	secondary	no	362	no	no	cellular	13	aug	529	1	-1	0	unknown	yes
33	management	married	tertiary	no	191	no	no	cellular	13	aug	1148	2	-1	0	unknown	yes
37	management	single	tertiary	no	455	yes	no	cellular	13	aug	904	6	-1	0	unknown	yes
57	technician	divorced	secondary	no	3043	no	no	cellular	14	aug	707	2	-1	0	unknown	yes
55	retired	married	primary	no	3334	no	no	cellular	14	aug	632	4	-1	0	unknown	yes
34	technician	married	tertiary	no	8029	yes	no	cellular	14	aug	593	4	-1	0	unknown	yes
44	entrepreneur	married	tertiary	no	624	no	no	telephone	14	aug	552	2	-1	0	unknown	yes
35	management	single	tertiary	no	331	no	no	cellular	14	aug	857	2	-1	0	unknown	yes
34	housemaid	married	primary	no	2929	no	no	cellular	14	aug	518	2	-1	0	unknown	yes
49	services	married	secondary	no	1314	no	no	cellular	14	aug	834	14	-1	0	unknown	yes
30	technician	married	secondary	no	289	yes	no	cellular	14	aug	1184	4	-1	0	unknown	yes
32	management	single	tertiary	no	20	no	no	cellular	14	aug	1151	2	-1	0	unknown	yes
56	blue-collar	married	primary	no	8163	no	no	cellular	14	aug	1231	4	-1	0	unknown	yes
50	management	single	tertiary	no	1200	no	no	cellular	14	aug	904	3	-1	0	unknown	yes
32	technician	single	secondary	no	1732	yes	no	cellular	14	aug	1871	3	-1	0	unknown	yes
45	technician	single	tertiary	no	0	no	no	cellular	18	aug	773	4	-1	0	unknown	yes
52	management	married	tertiary	no	576	no	no	cellular	18	aug	762	3	-1	0	unknown	yes
60	blue-collar	married	primary	no	493	no	no	cellular	18	aug	671	4	-1	0	unknown	yes
47	management	married	tertiary	no	682	no	no	cellular	18	aug	638	6	-1	0	unknown	yes
32	technician	single	secondary	no	0	no	no	cellular	18	aug	594	4	-1	0	unknown	yes
55	blue-collar	married	primary	no	3485	no	no	cellular	18	aug	625	4	-1	0	unknown	yes
36	management	single	tertiary	no	2944	no	no	cellular	18	aug	882	8	-1	0	unknown	yes
46	technician	married	secondary	no	1353	no	no	cellular	18	aug	528	5	-1	0	unknown	yes
55	management	divorced	tertiary	no	0	no	no	cellular	18	aug	309	4	-1	0	unknown	yes
30	management	single	tertiary	no	1541	no	no	cellular	18	aug	471	8	-1	0	unknown	yes
54	blue-collar	married	secondary	no	548	no	no	cellular	18	aug	520	7	-1	0	unknown	yes
31	management	divorced	tertiary	no	254	no	no	cellular	18	aug	1576	8	-1	0	unknown	yes
46	technician	single	tertiary	no	4414	no	no	cellular	18	aug	504	7	-1	0	unknown	yes
61	management	married	secondary	no	985	no	no	cellular	18	aug	998	6	-1	0	unknown	yes
58	retired	married	primary	no	1241	no	no	cellular	18	aug	194	2	-1	0	unknown	yes
38	technician	single	secondary	no	3278	no	no	cellular	19	aug	645	14	-1	0	unknown	yes
49	technician	married	secondary	no	412	no	no	cellular	19	aug	1293	8	-1	0	unknown	yes
43	management	single	tertiary	no	483	no	no	cellular	19	aug	950	6	-1	0	unknown	yes
52	management	married	tertiary	no	7135	no	no	cellular	19	aug	1032	3	-1	0	unknown	yes
33	self-employed	single	tertiary	no	61	no	no	cellular	19	aug	836	3	-1	0	unknown	yes
33	management	married	tertiary	no	1412	yes	no	unknown	19	aug	480	1	-1	0	unknown	yes
53	management	married	tertiary	no	15	no	no	cellular	20	aug	921	2	-1	0	unknown	yes
40	admin.	single	tertiary	no	27	no	no	cellular	20	aug	467	2	-1	0	unknown	yes
44	self-employed	married	tertiary	no	1196	no	no	cellular	20	aug	552	5	-1	0	unknown	yes
42	technician	divorced	secondary	no	19	no	no	cellular	20	aug	875	4	-1	0	unknown	yes
33	management	single	tertiary	no	432	no	no	telephone	20	aug	588	6	-1	0	unknown	yes
53	technician	married	tertiary	no	988	no	no	cellular	20	aug	1408	5	-1	0	unknown	yes
60	admin.	married	tertiary	no	1614	no	no	cellular	20	aug	921	6	-1	0	unknown	yes
33	technician	single	secondary	no	163	yes	no	cellular	20	aug	627	2	-1	0	unknown	yes
37	technician	married	tertiary	no	247	no	no	cellular	20	aug	625	6	-1	0	unknown	yes
45	admin.	married	secondary	no	236	no	no	cellular	20	aug	703	2	-1	0	unknown	yes
34	technician	single	secondary	no	666	no	no	cellular	21	aug	1503	2	-1	0	unknown	yes
56	technician	married	tertiary	no	73	no	no	cellular	21	aug	644	4	-1	0	unknown	yes
57	technician	divorced	tertiary	no	96	no	no	cellular	21	aug	913	4	-1	0	unknown	yes
32	management	single	tertiary	no	46	no	no	cellular	21	aug	788	6	-1	0	unknown	yes
50	services	married	secondary	no	1501	no	no	cellular	21	aug	946	4	-1	0	unknown	yes
30	services	single	tertiary	no	-477	no	yes	cellular	21	aug	1532	2	-1	0	unknown	yes
56	admin.	married	secondary	no	1694	no	no	cellular	21	aug	793	10	-1	0	unknown	yes
55	blue-collar	married	secondary	no	196	no	no	cellular	21	aug	81	1	-1	0	unknown	yes
34	self-employed	single	tertiary	no	462	no	no	cellular	21	aug	1877	3	-1	0	unknown	yes
52	management	married	tertiary	no	1227	no	no	cellular	22	aug	1123	4	-1	0	unknown	yes
32	management	single	tertiary	no	522	no	no	cellular	22	aug	576	2	-1	0	unknown	yes
31	self-employed	married	tertiary	no	94	no	no	cellular	22	aug	579	2	-1	0	unknown	yes
44	technician	married	secondary	no	267	no	no	cellular	22	aug	520	2	-1	0	unknown	yes
33	management	married	tertiary	no	4570	no	no	cellular	22	aug	1258	2	-1	0	unknown	yes
53	blue-collar	married	secondary	no	25	no	no	cellular	22	aug	528	2	-1	0	unknown	yes
46	management	single	tertiary	no	0	no	no	cellular	22	aug	686	2	-1	0	unknown	yes
46	entrepreneur	married	tertiary	no	1920	no	no	cellular	22	aug	604	6	-1	0	unknown	yes
59	admin.	married	secondary	no	1575	yes	no	cellular	22	aug	1241	11	-1	0	unknown	yes
51	unemployed	married	secondary	no	234	no	no	cellular	22	aug	735	1	-1	0	unknown	yes
57	retired	married	primary	no	3518	yes	no	cellular	25	aug	626	3	-1	0	unknown	yes
43	technician	married	secondary	no	136	no	no	cellular	25	aug	363	7	-1	0	unknown	yes
48	management	single	tertiary	no	830	no	no	cellular	25	aug	961	4	-1	0	unknown	yes
33	housemaid	married	primary	no	2054	no	no	cellular	25	aug	472	6	-1	0	unknown	yes
59	blue-collar	married	primary	no	-546	no	no	cellular	25	aug	1152	6	-1	0	unknown	yes
58	blue-collar	married	primary	no	5188	yes	no	cellular	25	aug	606	6	-1	0	unknown	yes
32	management	single	tertiary	no	1882	no	no	cellular	25	aug	497	5	-1	0	unknown	yes
44	management	married	tertiary	no	792	no	no	cellular	25	aug	630	7	-1	0	unknown	yes
47	blue-collar	married	unknown	yes	162	no	no	cellular	25	aug	366	3	-1	0	unknown	yes
34	technician	married	secondary	no	1035	no	no	cellular	25	aug	1374	10	-1	0	unknown	yes
51	retired	married	tertiary	no	746	no	no	cellular	25	aug	372	5	-1	0	unknown	yes
60	unknown	married	unknown	no	17297	no	no	cellular	26	aug	664	11	-1	0	unknown	yes
46	admin.	married	secondary	no	22	no	no	cellular	26	aug	388	6	-1	0	unknown	yes
41	technician	married	tertiary	no	231	no	no	cellular	26	aug	428	2	-1	0	unknown	yes
34	self-employed	single	secondary	no	296	no	no	cellular	27	aug	609	13	-1	0	unknown	yes
31	technician	divorced	tertiary	no	0	no	no	cellular	27	aug	581	6	-1	0	unknown	yes
37	management	married	tertiary	no	40	no	no	cellular	27	aug	1033	4	-1	0	unknown	yes
59	retired	married	secondary	no	2396	no	no	cellular	27	aug	1040	6	-1	0	unknown	yes
55	services	married	unknown	no	2944	no	no	cellular	27	aug	672	6	-1	0	unknown	yes
33	management	single	tertiary	no	7084	no	no	cellular	27	aug	512	8	-1	0	unknown	yes
30	technician	married	tertiary	no	569	no	no	cellular	27	aug	976	12	-1	0	unknown	yes
36	management	married	tertiary	no	0	no	no	telephone	27	aug	645	9	-1	0	unknown	yes
44	management	married	tertiary	no	1138	no	no	cellular	27	aug	523	3	-1	0	unknown	yes
36	technician	divorced	secondary	no	54	yes	no	cellular	27	aug	1642	3	-1	0	unknown	yes
33	management	single	tertiary	no	2637	no	no	cellular	28	aug	583	17	-1	0	unknown	yes
36	technician	married	secondary	no	2473	no	no	cellular	28	aug	965	4	-1	0	unknown	yes
53	blue-collar	married	primary	no	5603	no	no	cellular	28	aug	2372	6	-1	0	unknown	yes
47	admin.	divorced	secondary	no	225	no	no	cellular	28	aug	1126	4	-1	0	unknown	yes
39	management	married	tertiary	no	-17	yes	yes	cellular	28	aug	908	1	-1	0	unknown	yes
35	technician	single	secondary	no	3490	yes	no	cellular	29	aug	643	2	-1	0	unknown	yes
32	management	single	tertiary	no	769	no	no	cellular	29	aug	695	2	-1	0	unknown	yes
46	technician	divorced	secondary	no	-90	no	yes	telephone	17	oct	270	1	-1	0	unknown	yes
30	self-employed	married	tertiary	no	1785	no	no	unknown	17	oct	235	1	-1	0	unknown	yes
36	self-employed	single	tertiary	no	-103	yes	yes	telephone	17	oct	3253	1	-1	0	unknown	yes
47	admin.	divorced	secondary	no	555	yes	yes	telephone	17	oct	478	1	-1	0	unknown	yes
52	technician	married	secondary	no	5303	yes	no	unknown	19	oct	133	1	-1	0	unknown	yes
43	management	married	tertiary	no	1258	no	no	unknown	20	oct	312	1	-1	0	unknown	yes
44	technician	single	secondary	no	1679	no	no	telephone	20	oct	718	1	-1	0	unknown	yes
30	blue-collar	married	secondary	no	1664	yes	no	telephone	20	oct	2016	1	-1	0	unknown	yes
32	admin.	married	secondary	no	8749	yes	yes	unknown	21	oct	294	1	-1	0	unknown	yes
42	admin.	single	secondary	no	-247	yes	yes	telephone	21	oct	519	1	166	1	other	yes
33	services	married	secondary	no	3444	yes	no	telephone	21	oct	144	1	91	4	failure	yes
45	admin.	married	secondary	no	5346	yes	yes	unknown	21	oct	187	1	-1	0	unknown	yes
45	blue-collar	married	secondary	no	1144	yes	no	unknown	22	oct	676	1	-1	0	unknown	yes
28	student	single	secondary	no	2351	no	no	telephone	22	oct	157	1	-1	0	unknown	yes
32	technician	single	tertiary	no	5514	no	no	telephone	22	oct	181	1	-1	0	unknown	yes
28	self-employed	married	secondary	no	123	no	yes	telephone	22	oct	313	1	-1	0	unknown	yes
44	admin.	divorced	primary	no	429	yes	no	telephone	23	oct	80	1	-1	0	unknown	yes
51	entrepreneur	married	tertiary	no	5254	yes	no	unknown	23	oct	134	1	-1	0	unknown	yes
56	technician	married	secondary	no	589	yes	no	unknown	23	oct	518	1	147	2	success	yes
40	technician	divorced	tertiary	no	568	yes	no	unknown	24	oct	112	1	-1	0	unknown	yes
49	admin.	married	secondary	no	10250	yes	no	telephone	24	oct	97	1	-1	0	unknown	yes
50	management	single	tertiary	no	3537	no	no	unknown	24	oct	305	1	-1	0	unknown	yes
58	admin.	divorced	secondary	no	1947	no	no	telephone	26	oct	228	1	-1	0	unknown	yes
37	admin.	married	secondary	no	1967	no	no	telephone	27	oct	376	1	-1	0	unknown	yes
27	entrepreneur	married	secondary	no	2329	no	no	telephone	27	oct	131	1	-1	0	unknown	yes
47	management	divorced	tertiary	no	12026	yes	no	telephone	27	oct	251	1	-1	0	unknown	yes
39	admin.	married	secondary	no	1757	no	no	telephone	28	oct	125	1	-1	0	unknown	yes
43	management	married	secondary	no	107	yes	yes	telephone	28	oct	135	1	-1	0	unknown	yes
34	technician	married	secondary	no	1012	yes	yes	telephone	28	oct	540	1	-1	0	unknown	yes
35	management	divorced	tertiary	no	0	yes	no	telephone	29	oct	171	1	-1	0	unknown	yes
58	management	divorced	tertiary	no	372	no	yes	unknown	29	oct	11	1	-1	0	unknown	yes
35	management	single	tertiary	no	7506	yes	no	unknown	30	oct	248	1	-1	0	unknown	yes
42	technician	divorced	secondary	no	314	yes	no	unknown	30	oct	234	1	-1	0	unknown	yes
43	retired	married	secondary	no	860	no	no	telephone	30	oct	132	1	-1	0	unknown	yes
34	housemaid	married	secondary	no	0	yes	no	unknown	30	oct	154	1	-1	0	unknown	yes
35	blue-collar	single	secondary	no	3623	no	no	telephone	30	oct	160	1	-1	0	unknown	yes
38	admin.	single	secondary	no	2470	no	no	telephone	31	oct	227	1	-1	0	unknown	yes
39	blue-collar	married	secondary	no	1307	yes	no	telephone	31	oct	158	1	-1	0	unknown	yes
58	retired	divorced	tertiary	no	3237	no	no	telephone	31	oct	615	1	-1	0	unknown	yes
60	management	married	tertiary	no	5041	no	no	telephone	4	nov	399	1	-1	0	unknown	yes
56	technician	married	secondary	no	6619	yes	no	telephone	4	nov	465	1	-1	0	unknown	yes
31	management	married	tertiary	no	1331	no	no	unknown	5	nov	268	1	-1	0	unknown	yes
37	services	married	secondary	no	1970	yes	no	telephone	5	nov	253	1	-1	0	unknown	yes
59	retired	divorced	secondary	no	1026	no	no	unknown	5	nov	669	1	-1	0	unknown	yes
49	management	married	secondary	no	249	no	no	telephone	6	nov	234	1	-1	0	unknown	yes
30	management	single	tertiary	no	12857	yes	no	cellular	6	nov	150	1	-1	0	unknown	yes
31	technician	single	tertiary	no	2807	no	no	unknown	8	nov	154	1	-1	0	unknown	yes
40	blue-collar	married	secondary	no	5060	no	no	unknown	9	nov	299	1	-1	0	unknown	yes
43	admin.	married	secondary	no	2271	no	no	telephone	10	nov	524	1	-1	0	unknown	yes
48	management	married	tertiary	no	1	no	no	telephone	10	nov	248	1	-1	0	unknown	yes
34	management	married	tertiary	no	676	no	no	telephone	11	nov	486	1	-1	0	unknown	yes
28	self-employed	single	tertiary	no	160	no	no	unknown	11	nov	158	1	-1	0	unknown	yes
34	admin.	married	tertiary	no	899	yes	no	unknown	12	nov	114	1	170	3	failure	yes
47	blue-collar	married	secondary	no	1230	yes	no	telephone	12	nov	378	1	-1	0	unknown	yes
59	housemaid	married	tertiary	no	0	no	no	telephone	13	nov	494	1	-1	0	unknown	yes
32	blue-collar	single	tertiary	no	700	no	no	unknown	13	nov	90	1	-1	0	unknown	yes
31	entrepreneur	single	secondary	no	0	no	no	telephone	13	nov	160	1	-1	0	unknown	yes
27	student	single	secondary	no	67	no	no	telephone	14	nov	239	1	-1	0	unknown	yes
35	unemployed	single	secondary	no	127	yes	no	telephone	14	nov	162	1	-1	0	unknown	yes
32	blue-collar	married	secondary	no	2089	yes	no	cellular	14	nov	132	1	-1	0	unknown	yes
57	blue-collar	married	unknown	no	3585	no	no	telephone	14	nov	172	1	-1	0	unknown	yes
58	management	married	tertiary	no	4152	yes	no	telephone	14	nov	160	1	-1	0	unknown	yes
30	technician	single	secondary	no	816	yes	no	unknown	14	nov	179	1	-1	0	unknown	yes
37	management	married	secondary	no	5447	yes	yes	cellular	17	nov	1789	1	-1	0	unknown	yes
44	technician	divorced	secondary	no	275	no	no	cellular	17	nov	1077	1	-1	0	unknown	yes
57	blue-collar	married	secondary	no	1540	yes	no	cellular	17	nov	564	1	-1	0	unknown	yes
34	blue-collar	married	secondary	no	751	yes	yes	cellular	17	nov	1303	1	-1	0	unknown	yes
54	unemployed	single	secondary	no	380	no	no	cellular	17	nov	696	2	-1	0	unknown	yes
55	retired	married	secondary	no	1504	yes	yes	cellular	17	nov	761	1	-1	0	unknown	yes
59	management	married	tertiary	no	1783	no	yes	cellular	17	nov	540	2	-1	0	unknown	yes
53	retired	married	tertiary	no	2269	no	no	cellular	17	nov	1091	2	150	1	success	yes
37	technician	married	secondary	no	5115	yes	no	cellular	17	nov	1210	2	171	4	failure	yes
45	entrepreneur	married	secondary	no	781	no	yes	cellular	17	nov	652	2	126	2	failure	yes
49	technician	single	secondary	no	-188	yes	yes	cellular	17	nov	454	1	-1	0	unknown	yes
31	blue-collar	single	tertiary	no	761	no	no	telephone	18	nov	514	2	-1	0	unknown	yes
31	admin.	single	secondary	no	19	yes	no	cellular	18	nov	1978	1	-1	0	unknown	yes
35	technician	married	secondary	no	4508	yes	no	cellular	18	nov	854	1	-1	0	unknown	yes
37	entrepreneur	divorced	tertiary	no	66	no	no	cellular	18	nov	1164	2	-1	0	unknown	yes
48	management	married	tertiary	no	2266	no	no	cellular	18	nov	676	1	-1	0	unknown	yes
39	technician	single	secondary	no	4646	yes	no	cellular	18	nov	486	1	-1	0	unknown	yes
34	management	single	tertiary	no	1494	yes	no	cellular	18	nov	596	1	182	1	other	yes
49	management	married	tertiary	no	1050	yes	no	cellular	18	nov	924	1	-1	0	unknown	yes
41	management	married	tertiary	no	0	yes	no	cellular	18	nov	897	3	-1	0	unknown	yes
46	management	married	secondary	no	0	no	no	cellular	18	nov	1855	1	-1	0	unknown	yes
54	management	divorced	tertiary	no	2171	yes	yes	telephone	18	nov	1034	1	-1	0	unknown	yes
38	technician	married	tertiary	no	3234	no	no	cellular	18	nov	578	2	-1	0	unknown	yes
39	entrepreneur	married	secondary	no	11887	no	no	cellular	18	nov	1181	2	-1	0	unknown	yes
46	management	married	tertiary	no	0	no	no	cellular	18	nov	716	2	110	3	other	yes
58	management	divorced	tertiary	no	5037	yes	no	cellular	18	nov	1437	2	-1	0	unknown	yes
32	self-employed	single	tertiary	no	386	yes	no	cellular	18	nov	482	1	-1	0	unknown	yes
30	admin.	married	secondary	no	8781	yes	no	cellular	18	nov	898	1	-1	0	unknown	yes
51	entrepreneur	married	primary	no	538	no	no	cellular	18	nov	1122	4	-1	0	unknown	yes
30	management	single	tertiary	no	5561	yes	no	cellular	19	nov	511	1	-1	0	unknown	yes
35	management	divorced	tertiary	no	859	yes	yes	cellular	19	nov	1554	1	-1	0	unknown	yes
30	services	single	primary	no	0	yes	yes	cellular	19	nov	686	1	-1	0	unknown	yes
30	self-employed	single	secondary	no	-617	no	yes	cellular	19	nov	925	1	-1	0	unknown	yes
43	management	married	tertiary	no	1429	yes	no	cellular	19	nov	1015	1	198	2	other	yes
47	management	married	unknown	no	4189	yes	no	cellular	19	nov	489	3	-1	0	unknown	yes
51	retired	married	tertiary	no	580	no	no	cellular	19	nov	694	2	-1	0	unknown	yes
32	services	single	secondary	no	2615	no	no	cellular	19	nov	853	1	-1	0	unknown	yes
53	unemployed	divorced	secondary	no	587	no	no	cellular	19	nov	561	1	-1	0	unknown	yes
33	technician	single	tertiary	no	149	yes	no	cellular	19	nov	424	2	182	1	other	yes
40	blue-collar	single	secondary	no	3	no	no	cellular	19	nov	998	1	-1	0	unknown	yes
42	blue-collar	married	primary	no	807	yes	no	cellular	19	nov	1057	1	-1	0	unknown	yes
46	unemployed	divorced	secondary	no	3354	yes	no	cellular	19	nov	522	1	174	1	success	yes
32	self-employed	single	tertiary	no	1249	yes	no	cellular	19	nov	472	1	-1	0	unknown	yes
38	blue-collar	married	primary	no	190	yes	no	telephone	19	nov	623	1	175	1	other	yes
32	technician	single	tertiary	no	550	no	no	cellular	19	nov	337	1	-1	0	unknown	yes
30	entrepreneur	married	secondary	no	12737	no	yes	cellular	19	nov	589	2	-1	0	unknown	yes
35	technician	married	secondary	no	0	yes	no	cellular	19	nov	644	4	-1	0	unknown	yes
36	admin.	married	secondary	no	1207	yes	no	cellular	19	nov	1792	2	-1	0	unknown	yes
43	self-employed	divorced	secondary	no	347	no	no	cellular	19	nov	1468	3	-1	0	unknown	yes
42	management	married	tertiary	no	3713	no	no	cellular	19	nov	709	2	-1	0	unknown	yes
40	management	married	tertiary	no	3352	yes	no	cellular	19	nov	639	2	27	1	success	yes
32	blue-collar	married	secondary	no	254	yes	no	cellular	19	nov	1720	3	-1	0	unknown	yes
32	technician	married	tertiary	no	4654	yes	yes	cellular	20	nov	276	1	128	2	failure	yes
41	blue-collar	single	secondary	yes	-386	no	yes	cellular	20	nov	477	1	-1	0	unknown	yes
34	blue-collar	single	secondary	no	3043	yes	yes	cellular	20	nov	670	1	-1	0	unknown	yes
40	services	single	secondary	no	1547	yes	no	cellular	20	nov	405	1	-1	0	unknown	yes
32	services	single	tertiary	no	945	no	no	cellular	20	nov	531	1	-1	0	unknown	yes
32	technician	single	secondary	no	6402	yes	no	cellular	20	nov	628	1	-1	0	unknown	yes
36	self-employed	single	secondary	no	1295	no	no	cellular	20	nov	1192	1	-1	0	unknown	yes
45	technician	married	secondary	no	6993	yes	no	cellular	20	nov	283	1	-1	0	unknown	yes
47	self-employed	married	secondary	no	4420	yes	yes	cellular	20	nov	454	1	-1	0	unknown	yes
35	management	divorced	tertiary	no	141	no	yes	cellular	20	nov	728	1	-1	0	unknown	yes
36	services	married	secondary	no	11462	yes	no	cellular	20	nov	993	1	-1	0	unknown	yes
33	technician	married	tertiary	no	6843	no	no	cellular	20	nov	755	1	100	10	other	yes
30	blue-collar	married	secondary	no	501	yes	yes	cellular	20	nov	994	1	177	1	failure	yes
32	services	single	secondary	no	5806	yes	no	cellular	20	nov	1503	2	-1	0	unknown	yes
45	entrepreneur	married	tertiary	no	20138	yes	no	cellular	20	nov	871	5	-1	0	unknown	yes
47	services	married	secondary	no	1315	no	no	cellular	20	nov	329	4	-1	0	unknown	yes
46	technician	married	tertiary	no	0	no	no	cellular	20	nov	531	1	167	1	failure	yes
39	unemployed	single	tertiary	no	7	yes	no	cellular	20	nov	931	4	-1	0	unknown	yes
30	services	married	secondary	no	3929	yes	no	cellular	20	nov	593	1	-1	0	unknown	yes
45	self-employed	married	secondary	no	7	no	no	cellular	20	nov	691	1	-1	0	unknown	yes
43	blue-collar	married	secondary	no	699	yes	yes	cellular	20	nov	1258	2	122	2	other	yes
53	blue-collar	married	primary	no	421	yes	no	cellular	20	nov	677	1	-1	0	unknown	yes
43	technician	married	tertiary	no	4333	yes	no	cellular	20	nov	1490	3	-1	0	unknown	yes
54	management	divorced	secondary	no	300	yes	no	cellular	20	nov	562	2	-1	0	unknown	yes
30	blue-collar	single	secondary	no	7773	yes	no	cellular	20	nov	705	1	-1	0	unknown	yes
30	admin.	married	secondary	no	1794	no	no	cellular	20	nov	1035	1	-1	0	unknown	yes
36	management	single	tertiary	no	2032	no	yes	cellular	20	nov	736	1	-1	0	unknown	yes
33	management	married	tertiary	no	3401	no	no	cellular	20	nov	253	1	-1	0	unknown	yes
38	entrepreneur	married	tertiary	no	1110	yes	no	cellular	20	nov	888	2	183	2	failure	yes
37	technician	divorced	secondary	no	3068	yes	yes	cellular	20	nov	370	2	195	1	other	yes
32	services	married	secondary	no	983	yes	no	cellular	20	nov	500	2	133	1	failure	yes
59	technician	divorced	secondary	no	2396	no	no	cellular	20	nov	488	1	-1	0	unknown	yes
59	retired	married	secondary	no	6888	no	no	telephone	20	nov	1025	2	-1	0	unknown	yes
46	admin.	divorced	secondary	no	2087	no	no	cellular	20	nov	768	3	-1	0	unknown	yes
32	blue-collar	single	primary	no	121	yes	no	cellular	20	nov	758	1	-1	0	unknown	yes
52	entrepreneur	single	tertiary	no	3469	yes	no	cellular	20	nov	653	1	-1	0	unknown	yes
45	blue-collar	married	primary	no	5461	yes	no	cellular	20	nov	841	2	-1	0	unknown	yes
52	blue-collar	married	secondary	no	7119	no	yes	telephone	20	nov	871	3	-1	0	unknown	yes
31	blue-collar	married	tertiary	no	-35	no	no	cellular	20	nov	952	2	-1	0	unknown	yes
